index,dialog_context,modified_text,original_label,modified_label,original_pred,modified_pred
18,"['My son recently was jumping on the couch and broke it.', 'Wow! Did you punish him or anything?', 'I put him in time out to let him think about what he did.', 'You are doing the right thing for him to learn discipline.', ""Maybe it was all the sugar, but he couldn't stay still for the duration of his punishment."", 'How did your son get so much sugar in his system?', ""I think it must be from all the sugary drinks he got from the neighbor kid's house."", 'Maybe you should ban him from having any sugary drinks as punishment. It might make him more healthy as well.', ""That's a good idea, I will need to talk with the neighbor about this to ensure he sticks to it."", ""How long have you known your neighbor for? I'm a bit worried that your son can just get sugary drinks from them."", 'A little bit of time, but our kids get a long better than we do.']",How often are your kids visited by your neighbor?,0,0,0,0
19,"[""My best friend is getting married, I'm so excited for her!"", 'When is she getting married?', ""She'll be married next year in March."", 'Great for them! I am hoping to be married some day.', 'Sometimes I feel like I was married in a past life.', 'Do you like spicy food?', 'Yes. Sriracha goes on everything i eat. Do you like Sriracha or other spices?', 'Yes I love Sirracha, especially Sirracha mayo.', ""That's delicious. It goes well on poke bowls. Do you like sushi or sashimi"", ""I hope you don't like Sirracha, it's desgusting.""]","No, that is not liked by me at all.",1,1,1,1
20,"['A man followed me as I was walking home last night. I walked really fast to avoid him catching up with me.', 'That is really scary. Did he ever catch up with you?', 'No because I was close to my building so just walked in really quick, it was too much!', ""well I'm glad he didn't catch up to you. Who knows what would have happened"", 'I know right! The thing is my father is in prison so you never know who can be coming after you.', ""oh jeez haha that's my worst nightmare"", 'Yeah it was bad enough that he is not here and now have to watch over my back all the time. Listening to creed helps out with that stress.', 'creed is a great rock band', 'Tell me about it. Listen to them all day.', 'they are so much fun!! i used to listen to them wen i was younger']","Yeah, gratitude is justly felt by me for YouTube!",0,0,0,0
21,"['hello, how are you doing today?', 'i am good. you? my family goes to disney world yearly. you sing?', 'i do. have you ever seen the movie frozen?', ""yes! frozen songs are my fave. i'm in third grade. what grade you in?"", 'i am kind of a psychic. do you love mickey mouse?', 'get out! i love mickey. my friend and i sing frozen songs during playground time.', 'i know. like i said. psychic...', 'great! okay tell me what i am thinking now? go!', 'You are thinking you are glad you met a cool new friend like me.']","Wow. That's pretty close. Since I got in the fourth grade, no one as cool as you has been met by me.",1,1,1,1
22,"[""My dad was a big fan of Guns N' Roses, they're a hard rick band that was from Los Angeles."", 'They are a great band i think welcome to the jungle is their best song', 'I\'m pretty unfamiliar with them, the only song of their\'s that i really know is Sweet Child o\' Mine"", which was their only single to reach #1 on the Hot 100.', 'That is a great song as well. who is their singer again?', 'Their lead singer is Axl Rose, while their lead guitarist is Slash.', 'slash is great! i love his solos', 'Yeah he sounds a bit more familiar to me. HE released 3 solo albums ""Slash,"" ""Apocalyptic Love"", and ""World on Fire."" All since 2010.', ""Those albums are all classic's, I remember the first time hearing all three.""]","Familiarity with the guitarist Slash is not something I possess, and the sound would not be identifiable by me.",1,1,1,1
23,"['I was never a big fan, but I heard that Kurt Cobain died of an overdose in 1994. Were you ever a fan?', ""I never knew of him when he was alive, but I have liked some of Nirvana's songs since high school"", 'Yeah, he formed that band in 1987 as part of the Seattle music scene which then became known as grunge', 'I liked grunge a lot as a teen, I think it was the angst lol', 'Apparently they had a few songs that were a success as they were labeled the flagship band of Generation X', 'I see, that makes sense']",What's kinda funny is that it wasn't liked by Cobain - he thought his message and vision had been misinterpreted by the public. - go figure!,0,0,0,0
24,"[""Hi! I'm such a big fan of Ireland it's my absolute favorite"", ""It's the third largest island in Europe"", ""That's really cool! Do you know the population in Ireland?"", 'in 2011 the population was 6.6 million', 'Oh i was thinking the population will be rather so low as 5 million in 2011']",The population in Ireland is not known to me?,1,1,1,1
25,"[""Have you ever heard of Dylan's Candy Bar? It's a great candy shop that started in New York, and now is in different cities."", 'I have heard about it. I bet it has delicious treats. Who started it?', 'It was actually started by Dylan Lauren, the daughter of the American fashion designer Ralph Lauren.', ""That's interesting. I wonder what gave her the idea to start it?"", ""I don't know for the candy part, but the entrepreneur side has to come from her father!""]","Anyways, it has never been heard of by me. It must be a pretty small chain.",1,1,1,1
26,"['Can you believe it? This weekend preseason for American football starts.', 'I had no idea it started so soon!', 'No that you know you will not be able to sleep. American football NFL starts this weekend. College is still a month away.', 'Do you know how many teams are in the NFL?', ""32 total. I'm a bigger college football fan. It's hard to believe it evolved from rugby football."", 'Who is the best time considered to be', 'Depends on who you ask. Teams have been playing since November 6, 1869 and not all the teams are still around. I personally love the Detroit Lions and University of Michigan Football.', 'I love the NFL!!!!']","It is not really liked by me, man!",1,1,0,1
27,"[""i'm a good person like working with the senior"", 'oh. you sound like a friendly guy. old people get on my nerves though', ""i know. they're always curling in the squat rack"", ""Well you have to make allowances for age. You'll be there someday. My roommate is getting up there."", 'do you like to watch mma? i do', ""I can watch it. I'm not really into it though."", 'oh. do you even lift, bro?', ""I do lift and that's why I love MMA""]",MMA is considered so boring to be watched though,1,1,1,1
28,"['Do you like Elvis Presley? I like the old movies he was in.', 'yes, Elvis Aron Presley, the American singer, actor and musician is a favorite of mine.', 'He was born in Tupel, Miss, where I am from, but he moved to Memphis, Tenn. when he was thirteen.', 'Cool. He was referred to as the ""king of Rock"", or just ""The King"" when he was alive.', 'Extremely popular musician. He was born in 1935, so he would be 83 now if he was still alive', 'Wow he would be an old man. he began recording at Sun records with producer Sam Phillips in 1954. That seems like a long time ago now.', 'Elvis had some of the greatest hits of our time.']",All of Elvis Presley's music is really disliked by me. My ears are hurt by it.,1,1,1,1
29,"['Green is a beautiful color often seen in nature. Do you like the color green?', 'The reaosn we associate green with money is because green was associated with bankers in the Middle Ages. It was the color of the banker class.', 'I never heard that before. Why was green associated with the banker class?', 'Well it was mainly that they wanted to be close to nobility so they wanted an official color too, like Red was for the nobility', ""That's very cool! What else can you share with me about the color green?"", ""It's obviously a color associated with Ireland. They do love their green."", ""I always wear my green on St. Patrick's Day! lol""]","Red is worn by me, but it is not associated with any class in Ireland.",1,1,1,1
30,"['Interesting. I first fell in love with it while living in New York city.', 'Salsa originated in New York in the 1970s!', 'Did it really, I would have figured Spain.', 'I know! I was surprised by this fact too! Do you do any other styles of Dance?', 'Primarily waltz and ballroom.', ""Amazing! I'm currently taking a teach"", 'What is taking a teach?', 'Sorry, I accidentally hit the enter key. I am currently taking my associate level teaching exam in Ballroom. I am finding te amount of turn challenging to remember!', 'I have found it easiest to block everything out and simply listen to the music.', ""That doesn't help for your oral exam though!""]","Oh, yes, it is acknowledged that you are right.",0,0,1,0
31,"['good afternoon? how are you?', 'doing well, how are you?', ""very well thank you. i'm fluent in several languages, what is your main language?"", 'my main language is english.', 'wonderful, mine too although i speak french and spanish as well. what are your favorite colors?', 'my favorite color is red. what is yours?', 'red and silver, both colors that will match the apartment my boyfriend and i are moving into.', 'red and silver are colors that look nice together.', ""I can't wait to decorate our new apartment.""]",The color blue should be used in your decorating. It is favored by me.,1,1,1,1
32,"[""When I got my first car I thought I'd finally be able to have a cool social life. But I was dissapointed quickly."", ""oh sorry to hear that.. why didn't it work out?""]","My first night out was spent at a Whataburger, being eaten alone.",0,0,0,0
33,"['I recently remembered a sweet memory of my aunt who recently passed away.', 'what was it?', 'She would give hundreds of dollars of school supplies to kids in need each year.', ""wow, that's an amazing woman. did she rub off on you any?"", 'She did! I fill stockings around the holidays and go around on Christmas giving them out to people who have to work. :)', 'It sounds like your aunt was an amazing woman.']","Amazingly selfish, not a penny was ever spent by her on anyone besides herself.",1,1,1,1
34,"['Green is my favorite color. Do you like green?', 'I love green, Green is the color between blue and yellow', 'Yes! Green is also one of the main colors in the RGB color model I believe. It is also a great shirt color.', 'I have heard Green has a dominant wavelength of roughly 495570 nm', 'Interesting! Has green always been common throughout history? I wonder if it was on cave paintings.', 'it was! and it is created by a combination of yellow and blue, or yellow and cyan', 'Neat! Yes it is fun to paint with yellow and blue to create green.', 'You can get so many different beautiful shades by mixing those colors.']","Yeah, but green isn't really cared for by me. Some of the shades are considered to be a bit ugly.",1,1,1,1
35,"['I check in with my partner to see if we are okay. I ask him if there is anything that we can work on to make the relationship better.', 'okey no problem']",Problems are not wanted by me. This is why a check-in is conducted with him.,0,0,0,0
36,"[""hello, i'm just finishing my mexican food. i apologize for my rudeness."", ""no worries. i'm listening to some country music with my cow bessie"", 'oh i would love to see your cow', 'i drive a large pickup so i could haul her to where you live to show you', ""that's sweet of you to offer! i work in construction and get sent many places."", ""i just stay at home working on mom and dads farm so i'd like an adventure"", 'well, we can meet up. tell me when!', ""i'll have to check with my parents but maybe next thursday"", 'that sounds wonderful! what is your favorite music?', 'country all the way! its all i listen to. you?', ""well, i'm a big aerosmith fan, but i also like country."", 'aerosmith is not bad but i love country so much', 'me too. they play it at the nascar races that i attend.']",Being a NASCAR fan is also true for me!,0,0,0,0
37,"['I heard John Grisham is a good author. What kind of books does he write?', 'Mostly about criminal law.', 'Does he have any best sellers?', 'Yes he does. His first novel, ""A Time to Kill,"" was published in June 1989, and went on sell 2 million copies!', ""That's sounds like a good one to start with. Have any of his books been made into movies?"", 'Yes actually, his book the ""Firm"", was adapted into a 1993 feature film of the same name, starring Tom Cruise!', 'I love Tom Cruise movies! I wonder if he is still writing?', 'Yes he is I think, but after after the events of the film and novel he prefer spending time with his family.', ""Oh that's good! I'm glad he's able to spend time with his family.""]","Yeah, but now he is really busy, so time with his family isn't really being spent by him.",1,1,1,1
38,"['hello! i was three when i learned to play guitar!', 'hi i enjoy disney world and go every year', ""that's great. i really like rascal flats. i think they played there before."", ""that's a good band. i love mickey mouse"", 'i actually grew up in the entertainment industry.', 'i am also in the 3rd grade', 'I live near Disney World.']",So much jealousy is felt! It is wished by me that I could go there one day!,1,1,1,1
39,"['Hey there! I really love the color green. You?', ""Yes green is my favorite color! It's between blue and yellow on the visible spectrum."", ""Haha, very true. My favorite shade would have to be forest green because it's such a rich color."", 'Yes forest green is lovely. There are so many varieties of green that differ in hue or tone.', 'Yeah, for sure. My least favorite shade would have to be olive green. I had a really ugly chair that color when I was growing up. What shade do you think is the worst?', ""I like Olive green. Many shades of green are named after plants! Probably the one I don't like the most is sea foam green."", ""Yeah I think that one is pretty horrible too. It just doesn't appeal to me at all. What is your favorite shade?""]",Sea foam green would have to be considered my favorite. It has always been thought of by me as such a pretty color.,1,1,1,1
40,"['hello! how are you today?', ""i'm fine from alabama, enjoying my tacos and brother."", 'that sounds delicious. i am drinking my coffee.', 'oh yea? i am liking my tacos then.', 'tacos are yummy. just not margaritas.', 'oh darn. how many siblings do you have?', ""i've 2 sisters. they love pink, i hate pink."", 'i happen to have three. and a brother. go figure.', 'oh wow. that sounds fun. do you have a bike?', 'no no bike. in all labor there is profit, so i guess i could get one.', ""yes, that's a good way to look at it. get a mountain bike."", 'in the multitude of counselors there is safety. my lovely dog would run behind me.']","It is not certain that I understand, but it is accepted then.",0,0,0,0
41,"['Hello. i would like to introduce myself. i own a marketing Consulting firm. are you familiar with my profession?', ""I am indeed. You're a business of one or more experts that provide advice for a fee!"", 'Yes, but sometimes our ads have capital letters in the wrong places, so we are a discount marketing agency.', 'I hear that and we know how important advertising is for selling a product, service or idea.', 'Yes, we are a full service firm: consulting, ad agency, production studios, sweepstakes and fulfillment. It is quite a lucrative business for us.', 'Outsourcing is important for marketing firms as well.', ""You are correct! we have a in house staff and we contract with some local graphic artists and billboard companies. I'm sure you have seen our work."", 'That seems interesting. Is the Graphics Artists Guild a part of your companies resume as well?', 'No, we are a non union shop. We have to keep our costs down since we are a discount firm. If you ever have a need for our services, you can find us on the internet.']","Well, being in that tertiary sector is considered very important and billions in revenues are accounted for. Your hard work is appreciated!",0,0,0,0
42,"['Do you have any children?', 'I do not yet', 'I have two children', ""oh wow! Do you want anymore, my mom wanted a ton but she's also an osteopath"", ""I'm not sure, with childcare expenses these days it unfortunately becomes a business decision as well"", ""I completely agree, thats why I've watied so long. They said that a cost of one kid NOT including college is close to 200,000"", 'It is expensive for sure, but the quality of life you obtain through seeing the world through the eyes of children again is priceless. It keeps you young!', 'But its the unconditional love. Kids love you no matter what', ""This is true - it's much like pets as well. And, the ability to shape their minds and lives is a huge responsibility."", 'Do you have any pets? I have two dogs.', 'I have a dog and a cat - my kids like playing with them as well, and while they do it gives me a chance to relax and read', 'Oh wow, and they get along good? I have always wanted a cat but scared about already having dogs.', 'They do. My cat acts like a dog. And my kids chase them around the yard to burn out energy.']",My one cat is not characterized by that behavior. He is known to be very lazy and is obsessed with food.,1,1,1,1
43,"['my little boy learned how to count to ten eeven know he is super young', 'ohhh cute!! i am so happy for you, smart boy!', 'yeah i was so proud of him as well i thought i would have to wait months till he got to that point', 'a rare one, i hope he goes a long way and maybe even be the next Einstein we need', 'Thanks! I definitely think he might be a genius in the making.']","It is not believed that he is that smart, not as if he were going to become the next Einstein.",1,1,1,1
44,"['my husband opened the door and a huge wasp flew in! I hate insects. they are so nasty', 'Did you go running like crazy!?', 'heck yes i did! I locked myself in the room and told him he needs to kill that thing before he goes to work', 'i would have done the same glad no one got stung!']",It's not considered to be that big of a deal. Insects are not deemed to be that bad.,1,1,1,1
45,"['Oh thats interesting. Ive always thought kayaks are fun! They are very tiring though, it looks so much easier then it actually is!', ""Ha! So many of the paddling-on-the-water past times are like that! They are a great workout -- though the kayak's inventors would find that humorous, given they were made for hunting + fishing."", ""Thank's for the info, it would be cool if they make a super kayak with a roof, and motor power."", 'it could be like a self paddling pod boat with elaborate comforts..', 'Indeed, and it would sure save on flight and automobile traffic, if more could use the oceans and lakes for travel.', ""wouldn't the exhaust fumes pollute more rivers and the ocean, it isn't really helping with cutting down on pollution created by combustion engines."", 'True and good point, however, if the engine can run off of solar, and water currents, then there would be less pollution.']",It is also known that another way of storing power involves the use of pressurized fluid found in hydraulic hybrids. Newer technologies are also being developed.,0,0,0,0
46,"['Green is my favorite color. Do you want me to tell you more about why I love green so much?', 'Well I love Green as well so of course I would like to know1', 'First and foremost, green is the color between blue and yellow on the color scale.', 'That is really cool! I love looking at green on the specturm.', 'Secondly, when we look at nature, most things you will see are green. The reason for that is because many creatures have adapted to their green environment for camouflaging.', 'That makes a lot of since. I have always wondered about camo in the rainforest.', ""I suppose it's due to the trees and plants taking on the color green. Speaking of which, the reason why plants are green is due to chlorophyll, the chemical in which plants photosynthesize and make food when in contact with light."", 'I know that without plants we would all be dead.']","That is true! Speaking of green, a long tradition in popular culture is also associated with it. St. Patrick's Day is an Irish tradition that essentially results in everyone being dressed in green.",0,0,0,0
47,"['good morning! how are you this fine day?', 'i am doing great today', ""that's wonderful! what do you do for a living?"", 'i am doing great today', 'yes, you mentioned that. what have you been doing?', ""i've been managing my employees"", ""what industry do you work in? i'm a housekeeper."", 'i work in a gas station', 'nice! do you have any kids?', 'i have four of them']",Wow! Two have been had by me. They have all grown up now.,0,0,0,0
48,"['Where can someone learn about the stock market?', 'the equity market is the aggregation of buyers and sellers of stocks which represent ownership claims on businesses', 'Interesting. So technically, when people purchase stocks, they are purchasing a small claim or share on a business?', 'they can also include securities listed on a public stock exchange as well as those only traded privately', ""I'm not sure I understand what you mean."", 'some examples include shares of private companies which are stold to investors through equity crowdfunding platforms', 'Maybe the stock market is too complicated for me to understand. Do you have any investments in stocks?', 'yes i have a few.. as of mid 2017, the size of the world stock markey was about US$76.3 trillion!']","That's incredibly large, wow! Are there any tips that could be given to a beginner who wants to invest?",0,0,0,0
49,"['Green is one of my favorite colors. What about yours?', ""Same here! Green is a wonderful colour. It's the colour between blue and yellow on the visible spectrum of light."", 'Oh cool! I just love how many different shades there are too!', 'Same here! Lots of animals and insects and other creatures have adapted to the green in their environments by taking on green hues themselves as a means of camoflage', 'That makes sense, so much of nature is green.', ""That's right! The reason it's so green is because of chlorophyll. Chlorophyll is the chemical which plants use to photosynthesize and convert sunlight into energy."", 'Is there any reason that this chlorophyll is green?', 'It has something to do with the spectrum of colors that are absorbed by the chlorophyll.']",So many things are observed to be green that it's puzzling why it is considered special by people.,1,1,1,0
50,"['hi my name is jill how are you today?', 'i am doing well. about to go to my job at burger king.', 'what do you do there at burger king?', ""i'm only 19 and work the grill. i just want to have fun with friends."", ""that's cool i still attend high school"", 'i want to move out. i am drug and booze free though.', 'what kind of fun do you and your friends like?', ""i play music. i'm going to be a rockstar."", ""i hate drugs and don't drink either what kind of music do you play?"", 'scottish black metal. i play electric bag pipes.', ""wow i've never heard of electric bagpipes. are there any videos of them on you tube?"", ""yeah, i've videos of me on there. i invented them. they are sweet."", ""i'm sorry but i don't think you ever told me your name."", 'My name is Sally. What are your plans tonight?']",Plans have been made to go out drinking at the club. Perhaps your band and you will be seen there!,1,1,1,0
51,"['if you mix yellow and blue the result is green', 'Wow, we call that colour combination', 'i have come to realize that green is the most common color in nature', 'Yeah, exactly. The grass is green, it also signifies cleanliness', 'A lot of minerals have the color green in them as well, like emeralds', 'Wow, I never knew about that, which other one please', 'jade is a very common green mineral too', 'So Jade is a mineral? Interesting. What other mineral has green colour?']","Well, it's technically considered a green gem, but it is almost certainly classified as a mineral as well, though no others are known to me.",0,0,0,0
52,"[""Elvis Presley's iconic dance moves made his image."", ""I agree. He's a well known cultural icon. One of my favorite singers, the king!"", 'Do you know if his hair was a natural jet black?', 'Oh wow, I would have thought it was dyed that color. He definitely made himself known as the lead person of rock and roll!', 'Yes he did! His natural hair color was brown.', ""That's so cool! I would have never known otherwise. It's always great to learn something new,""]","The Fool's Gold Loaf, which consisted of peanut butter, a pound of bacon, and grape jelly, was his favorite sandwich.",0,0,0,0
53,"['I have always wanted to visit Ireland! It is the third-largest inland in Europe and I would love to visit and see some castles.', 'Me too! I have always wanted to visit and castle visiting would be my first choice!', 'The other plus for visiting Ireland is the climate is free of extreme temperature fluxuation', ""I didn't know that. What's the ideal time for a visit?"", ""months of March to May and September to November, as the weather isn't as cold as during the winter months"", ""Good to know. I suppose Ireland doesn't get a whole lot of snow either."", ""I don't believe so. Thick woodlands covered the island until about the middle ages."", ""That's good to know. Thanks""]",Visiting Ireland would really be hated by me. It is thought by me that it would be found boring.,1,1,1,1
54,"['Hunting is a practice of killing or trapping animals', 'thats interesting, ive never hunted before.', 'It also be pursueing and trapping animals with the intent of killing the animal', 'oh yea well it wouldnt be hunting if you didnt', 'Hunting wild life is commoly done by humans', 'yea its for all the meat and game.']","Lawful hunting is distinguished from poaching, which is done illegally.",0,0,0,0
55,"[""i just purchased my first house, i'm so excited!"", 'am happy for you and also have the same plans next year', 'a lot of things are happening in my life, going to have twins in two months!', 'wow my girl friend is still sticky about having a baby', 'i already got one little girl and the twins on their way, do you have any kids?', 'not as yet i first had a tight work schedule not allowing to have one', 'your fridge should be full if she gets pregnant, she will eat everything like me.', 'i love women who eat to their fill', 'do you have any hobbies?']",Movies are watched and music is listened to as my hobbies.,0,0,0,0
